FOLDERNAME,LANGUAGE,PHOTONAME,UNIQUEPHOTO,PHOTOTEXT,NAMESMENTIONED,COUNTRIESMENTIONED,URL,COPYRIGHT
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0115,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0115,DECLASSIFIED Authority NND 969000 ION AF FE INR AID 20 COM Ag TAR км8 AIR CIA 20 JSIA 10 NAVY NSA 750 A-234 NO. TO INFO FROM SUBJECT ; REF DEPARTMENT OF STATE IRGRAM Pot 2 Tanzan FOR RM USE ONLY CONFIDENTIAL Department of State RECEIVED ZANZIBAR HANDLING INDICATOR CH Amembassy DAR ES SALAAM DATE; January 12 1968 This Week in Tanzania; January 5 - 11 1968 1/1/68 POL 2 す *水**平水***水水**水水*水平水***水水米 SUMMARY KAMBONAs London press conference supplemented his Statement of last week in which he called NYERERE and his Government dictatorial and chastized Tanzania for suppressing human rights and individual liberty. Kambona elaborated to the press claiming foreign ideologies had no part in events leading to his departure said he had no ideas of returning to Tanzania and at the end of the week announced plans to speak to Tanzanian students in London. Officially the Government has chosen to ignore Kambonas blasts. TANU party newspapers have defended by attacking Kambona personally straining to implicate him in various plots against the Government and questioning his refuge in the U.K. by imply- ing that the British imperialists are behind him. Parliament opened and aside from questions on Kambonas Financial activitiess complained which barely touched on the intricacies of the subject one to set up a National Livestock Commission to oversee livestock development and marketing. Apparently the livestock bill looks too much like the unpopular system set up by the Government-stimulated agricultural cooperative movement last year to have any grand appeal for farmers. *米水冰水水水*市水禾水水冬水水水水宝卡水水水水 Group 3 - Downgraded at 12-year intervals; not CONFIDENTIAL automatically declassified pEPT USE ONLY m •Our TANZAN FORM 4-62 DS-323 ited by DCM; TRPickeribe 1p arances; (1-11-68) ECON; JCCurs n draft）,NYERERE,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0049,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0049,1968 APK2FM Clearances; 3d CAl 2 TANZAN A-340 DECLASSIFIED lority NND 969000 Dar es Salaam CONFIDENTIAL Page 6 Foreign policy problems will now be handled by a new t-up in Tanzanias Foreign Office -- five directorates 11 be in charge respectively of African and Middle East fairs; Political Affairs (presumably those involving verything but Africa and the Middle East); Economic ind Technical Cooperation; Administration and inspectorate and The reorganized Foreign Office which could not possibly be more frustrating to deal with than it has will have a newly a tive comros tiberation beement to postle Tanzanias relations with France. The local refugee Comorians issued a blast during the week denouncing President DeGaulle and also said that someone had set off an anti-French bomb back home in the islands. No details were available however. The Foreign Office may also find itself faced with another Dar-based political group this one called Oceanic World Citizens. of the U.N. communities in the middle of the omen. will be done through the establishment of waterborne There was no mention of yellow submarines in O.W.C. s mimeographed prospectus. 1/1/68 POL 2 PICKERING TANZAN CONFIDENTIAL,,France,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0075,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0075,DECLASSIFIED aprity NND 969000 ANZAN FOR RM USE ONLY Dar es Salaam A-309 CONFIDENTIAL Page 5 Masai costume an even-handed assessment of the situation in VietNam in the Standard full reprints of Pueblo crew confessions in Manya Kazi and a typical column of garbage from the Nationalists Pressman about how the U.S. is completely isolated in the world. The Bonn-vs-Pankow quarrel broke into print on February 23 when the East German Consulate-General issued a statement to the press denying what it were West German planted stories that East Germany was aiding the Greek military government. Travelers to Zanzibar who are just getting used to East African Airways snappy new turbo-prop Iwin Otter were momentarily unsettled February 26 when the Ministry of Information put out a press release telling of the arrival of a Japanese bamboo expert Mr. Akira TAKAHASHI. He is to demonstrate bamboo processing machinery at the Cottage Industries Training Center in Dar. It was feared at the plane the iwin otter has just replaced-a 35-year-old that he would be put to work rehabilitating DeHaviland Rapide biplane better known locally as the Bamboo Bomber. 1/1/68 POL 2 BURNS AC。 TANZAN CONFIDENTIAL DCM; TRickerisin draft),,East Germany,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0061,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0061,2 TANZAN FOR RM USE ONLY DECLASSIFIED lority NND 969000 CONFIDENTIAL Dar es Salaam A-326 Page 5 expected to arrive from the U.K. March 23 and an FAO-sponsored expatriate forester BRYCE whom the Tanzanians have asked to leave the country. Cler time between Morogoro and Iringa near the Great Ruaha Bridge. It was supposed to be fixed by March 19 and Tanzanias Ministry of Communications and Works insisted there was no but Zam-Tan Road Services the largest user of the road said conditions were terrible and suspended operations. Promises of a better future were legion; were announced to build a total of five new deepwater berths at Dar for Zambian trade instead of Just three and a training course for those who will operate the new pipeline to Zambia was opened March 19. Ministers JAMAL LUSINDE and SWAI returned March 14 from railroad talks at Lusaka. Zambian-Tanzanian relations were ruffled slightly during the week by reports Zambia was still relying more on Rhodesian trade route than the Tanzanian. Zambian High Commissioner in Dar insisted Zambia was still trying to increase trans-Tanzanian trade and the Zambian Minister of was passing through Dar State for Lands and Mines in goods coming in from Rhodesia claimed that any increase could only be due to the Rhodesians releasing piled-up goods they had been delaying enroute. Unalloyed Zambian-Tanzanian friendship however was expressed on the labor front; representatives of Tanzanias NUTA and the Zambian Congress of Trade Unions issued a communique March 14 promising closer con- tacts and continued cooperation. Finance Minister Jamal left Dar March 21 for an emergency meeting of the East African Communitys Finance Council. There was speculation that the Arusha housing situation was the cause of the meeting--apparently the E.A.C. headquarters personnel who have had to move to Arusha have no place to live and the Finance Council has had to meet urgently to consider ways to raise the money to build enough new houses and have made a request to us through Tanzanian Finance Minister Jamal for an investment guarantee on new 水米*** more The international monetary crisis brought out Tanzanias conservative foreign policy side. The countrys financial CONFIDENTIAL 1/1/68 POL 2 TANZAN,JAMAL; LUSINDE; SWAI; Jamal; Jamal,Zambia; Zambia; Zambia; Zambia; Rhodesia; Zambia; Zambia; Zambia; Rhodesia; Rhodesia; Zambia; Zambia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0059,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0059,DECLASSIFIED lority NND 969000 TANZAN FOR RM USE ONLY CONFIDENTIAL Dar es Salaam A-326 Page 3 Tanzania also welcomed Guyanas Cheddi JAGAN who called on President NYERERE and in three public appearances roundly denounced the United He praised the Arusna usaydng ne was thinking of studying it to see i De coultion used back home. Fortunately from our point of view the local papers chose to play up this latter line rather than letting Jagan use them as trumpets for his anti-Americanism. Perhaps the most significant and substantive example of Tanzanias present tendencies in foreign policy was President Nyereres readiness to meet witn former Nigerian President Namdi AZIKIWE. Zik who arrived March 16 at the head of a four-man Biafran delegation stayed six days reportedly saw Nyerere twice. He refused to talk to reporters (he even stayed at a local hotel under an assumed name we still have no clear indications of what he and Nyerere talked about or what will come out of the visit. Government would say was that Azikiwe and Nyerere discussed matters concerning Nigeria and Biafra. The Nigerian Federal Military Government is worried about Tanzanias possibly recognizing but this hasnt happened yet. ne-iatran sympathies continue to be plain nevertheless; Tanzanian appear regularly in the TANU party papers and the Nationalist ran an editorial March 16 denouncing British and Russian policy of support for the FMG. It is difficult to understand why Nyerere should want to flirt with Biafra. he puts himself on the a thumb in the eye of a country which helped him significantly in the aftermath of the 1964 Mutiny; and he contributes to the further Balkanization of Africa. Biafra line in the TANU party press is based mostly on sympathy for Ibos living in danger of massacre. feelings for underdogs or supposed underdogs have always been and there are also indications he may believe that the secessionists are willing to negotiate but are forced to continue fighting as a result of the FMGs intransigent attitude. Tanzania also showed signs during the week of sticking to its uncompromising and toward the U.K. many people feel unproductive policy In addition to the editorial against British actions in Nigeria Uhuru ran a letter to the editor calling CONFIDENTIAL 1/1/68 POL 2 TANZAN,NYERERE; Nyerere; Nyerere; Nyerere; Nyerere; Nyerere,Nigeria; Biafra; Nigeria; Biafra; Nigeria; Russia; Biafra; Biafra; Nigeria,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0065,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0065,DECLASSIFIED Tority NND 969000 DEPARTMENT OF STATE RGRAM Ral 2 TANZAN FOR RM USE ONLY Dar es Salaam A-315 Page 2 CONFIDENTIAL about five to ten percent of whom have already resigned rather than take their socialist medicine. A minor controversy arose over the councillors when it was revealed that many had not received their forms soon enough to get them in on time. The Local Government Service Commission announced an extension of the deadline until March 31 but the Ministry of Local Government and Rural Development rescinded the grace period. The fact remains that many forms were late in being distributed Attorney-Generals relaxed attitude would seem more meaningful than righteous huffing and puffing from the Ministry. Mtwara Meeting. President NYERERE jointed the trend he began last year at Arusha by making a public declaration financial status before the TANU National Executive Committee meeting at Mtwara. He said his only income besides his salary was some royalties from his book Freedom and Nyeters tween made Dan uring the nan that y of hers had long since been turned into a communal farm owned and worked by local people. The Presidents declaration which there is no reason to doubt probably helped to make the meeting go smoothly since it was supposed to have discussed what to do about recalcitrantly capitalistic leaders. We do not have as yet any information as to what was actually discussed or about the Committee Members mood. The Regional Commissioners conference which preceded the meeting was also successful Zanzibar Commissioners attended to the mainlands 17) though they apparently did not contribute much. The Commissioners heard an [exhortatory speech by First Vice President KARUME who later laid the foundation stone of a cashew-nut factory in Mtwara. President Nyerere was active in public as well telling his listeners not to procrastinate to be brave and to grow more food. Concrete actions emerging thus far from the TANU meeting included the dismissal of several party leadert having of whom was Chief Harun LUGUSHA who was accused of not faith in the course of the nation. This would seem to check the political comeback of Chief Lugusha who was released last year from almost three years detention in the wake of CONFIDENTIAL 1/1/68 POL 2 TANZAN 18AD Dia ETer,NYERERE; KARUME; Nyerere,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0071,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0071,DECLASSIFIED ority NND 969000 （ON DEPARTMENT OF AIRGRAM Dal 2 TANZAN FOR RM USE ONLY /ACTION AF5 REP DEPARTMENT OF STATE AIRGRAM Pole 2 Tarzan FOR RM USE ONLY EUR 5 FE A-309 NO. n3 TO INFO; FBO AID сом FRB CONFIDENTIAL HANDLING INdICATOR RECEIVED ; Department of State DEPARTHENT OF STATE KAMPARA KINSHASA LONDON FUSARATNAIROBI RS/Rgile ZANZIBAR RS/AN ANALYSIS BRANCH DATE; March 1 1968 LAB す XMB TAR FROM Amembassy DAR ES SALAAM SUBJECT; This Week in Tanzania February 23-29 1968 CIA 20 USIA 10° AIR NAVY で、5 NSA REF 9 COPYFLO-PBR wW 8961 With President NYERERE away the week was mouse-quiet. Reports of his trip indicated that he was being well received and that his speeches on African unity were up to his usual Second Vice President KAWAWA tried to be eloquent standare host to TITOs visiting Special Representative a good substitute Politicians no-conflict-of-interest forms continued to trickle in as the March 5 deadline neared and NUTA continued its downward slide toward ineffectuality and possibly even disgrace. 米**冰米 **＊** ＊＊＊＊＊ President NYERERE spent the week touring West Africa His with him gone there was little happening in Tanzania. in Guinea the Ivory Coast and Liberia all emphasized the need for African unity and all showed the usual Nyerere eloquence. In Abidjan he called for unity in diversity through compromise while in Monrovia he said that without unity Africa would remain a plaything of other powers. speech to the Liberian Congress he went so far as to advocate defense organ and economic a single African government this same speech he also emphasized development body though in how much there had to be done before there could be unity of this sort. GROUP 4 - Downgraded at 3-year intervals. Declassified after 12 years. CONFIDENTIAL FOR DEPT. USE ONLY Drafted by? FORM 4・02 05-322732 POL; GBRoberts; 1p w 3-1-68 Clearances; DCM; TRPickering (in draft RSA file ECON; JCCurran (in draft) 316168 41-8 1/1/68 POL 2 TANZAN,NYERERE; KAWAWA; NYERERE; Nyerere,Guinea,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0111,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0111,DECLASSIFIED Authority NND 969000 CONFIDENTIAL Dar es Salaam A-256 Page 6 spite a still-cloudy foreign investment atmosphere) was a ort that the Ruvu-Mynusi rail link would be closed to senger traffic though not to freight trains for an definite period of time. Tanzanias medical manpower was cheered by news hat the Governments medical workers would receive an An effort to refine overall manpower calculations was evident in a January 24 announcement that district officials had been asked to conduct a post-check of the recent census make sure everyone had been counted but no one more than once. The Standard ran a long feature article on the decline and fall of Oscar KAMBONA in its January 21 Sunday edition. The Presidents role in Kambonas rise to power and long enjoyment of it was not overlooked yet there was a report that Nyerere was pleased with the article and even agreed with the papers strong words against his exhibition of ex-Minister HANGA. The Standard also showed a good bit of fortitude January 24 when it ran a letter to the editor which said self-reliance at the present subsistence level only means economic stagnation and development cannot be achieved by the adherence to outmoded socialist dogmas but by adopting a more realistic approach. The letter was signed with African name and the writers address was the post office box of the Ministry of Finance. Ngurumo gave a third of its November 24 issue to North Korean propaganda and ran two stories during the week defeats in Vietnam. On January 25 the paper visit because of American Tanzanian Government did not support US. actions in Southeast Uhuru also made oblique references to the fact the Vice President did not visit Tanzania. Local headline writers were good for several laughs during the week but nothing equaled the hippy insouciance of the January 23 banner in the Nationalist Erlander Flies In. Dar Goes Gay as Whee! Local wags were also wondering what might be the significance of Second Vice President KAWAWAs 0001 National Service serial number. James BONDs two-zero prefix meant he could murder on the job -- could Kawawa now be licensed for genocide? BURNS A CONFIDENTIAL AN 1/1/68 POL 2 TANZAN a by ances,Nyerere; KAWAWA; Kawawa,Korea; Vietnam,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0105,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0105,ted by; POL; arances; ECON; Dar es Salaam A-268 CONFIDENTIAL Page 6 uncomplimentary editorial on January 31 saying Americans would continue to be suspect in the world until they ceased trying to force their will on smaller nations. The Standard and the Nationalist also differed in their coverage of First Vice President KARUMEs January 28 speech in Zanzibar. The Standard emphasized his strong plea for intermarriage long queues and empty stores were while the Nationalist gave prominence to his statements that good things since it indicated the people had money to spend. Ngurumo as is its wont ran Soviet and East German but it also printed a handouts track coach Cliff MAYFIELDs departure some puff for Lufthansa and gave American favorable coverage. A typhoid scare in Dar es Salaam increased the number of those seeking inoculations at the City Clinic but one local residents fear of microbes was not great enough to keep him in the shot line when he heard that he would have to abstain fear of head colds (or perhaps from alcohol for one whole day it was fear of being thought Second Vice President KAWAWAs un-mod) was evident when it was revealed that his haircut on entering the National Service represented his first trip to the barber since 1954. Fellow Serviceman Abdulrahman BABU Minister for Lands had not been shorn since 1964. Their post-tonsorial photographs indicated neither would be mistaken for customers of Vidal SASSOON. BURNS ATE CONFIDENTIAL DECLASSIFIED whority NND 969000 1/1/68 POL 2 TANZAN,KARUME; KAWAWA,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0104,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0104,DECLASSIFIED ority NND 969000 CONFIDENTIAL Dar es Salaam A-268 Page 5 the Tiger proposals and insisting that the results of the recent poll in Rhodesia favoring a settlement were due to the pressures of the freedom fighters guerrilla war and not to the effectiveness of sanctions. The refugee politicians also had a chance to make their feelings known to Senator and in so doing they repeated albeit especially elvestment in south Africa and America S NATO alliance with their by now standard complaints about American Portugal. Tanzanias foreign investment climate still far from experienced a bit of sunshine during the week when the government announced it would pay the Dutch trading firm Twentsche Overseas Trading Co. $910000 compensation spread over four years with 6% interest as of February 11 ite properties nationalized last year. A more positiveit 1967 for investment development became known on January 30 when was announced that the para-statal National Development Corporation would join with Raleigh to build a bicycle factory in Dar es Salaam. The factory will supposedly be finished in 1969. Presumably this is bad news for Red China whose cheap bicycles have been cutting into a British- dominated market. An indication that those interested in increasing match production in Tanzania might be welcomed was seen in February l news stories of a national match shortage. Match-makers and other businessmen will have to be rose an Februey East African penalties for unpaid taxes The first auction of the 1968 Tanzanian cotton crop brought a good price of 29.68€ (U.S.) a pound. The Minister Tanzania would try to improve the already high quality of its crop. President NYERERE praised the countrys agricultural co-op movement as strong January 25 but he also admitted that many cooperative societies were not well run. The Standard and the Nationalist gave prominent coverage to the Pueblo incident and to stories of the VC attack on the Embassy in Saigon. against the U.S. The Nationalist put in its usual slant and gave good play to a January 31 propaganda broadside by the local North Korean Embassy which maintained the Pueblo was captured about 10 miles southwest of where the incident actually took place. The Standard however despite even-handed play of the straight news ran an CONFIDENTIAL 1/1/68 POL 2 TANZAN Xiter,NYERERE,Rhodesia; Portugal; China; Korea,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0110,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0110,DECLASSIFIED Authority NND 969000 Dar es Salaam A-256 Page 5 CONFIDENTIAL Preparations for the February 5 Youth Festival in honor of the first anniversary of the Arusha Declaration continue are still those who are willing to say publicly that the oh amidst the practice marching and bandy that they think the whole thing is a silly waste of money. The Dar es Salaam synod of the Anglican Church came out strong for the Declaration on January 21 and Christian ecumenism already well advanced in Tanzania received a further boost January 23 when a joint Catholic-Protestant church was opened in Kilombero. two Zanzibari ministers period January 24. Both the Union and Zanzibari Ministers of Health dropped out at the last moment for medical reasons and there were other signs that Kawawas enthusiasm for life in the C.C.C.-like National Service is not to everyones taste. The Ministry of Education said it was fighting evasion of the Service by keeping a list of all students who leave Tanzania for study overseas. Evasion of cleanliness by the Masai was struck a grievous blow at the beginning of the week when the Arusha Regional Commissioner issued an order forbidding Regional officials from picking up and giving rides to bathless hitchhiking Masai. Local businessmen were cheered by news that a long- planned 14-story office building was now going to be built in Dar and that the capital would also soon get a new stationery and office supply factory. A useful mimeographed guide for foreign investors has just been published and a hopelessly garbled lead story in the January 19 Nationalist revealed several readings that the Governments price control activities are to be conducted mainly through encouragement of competition and the establishment of Government-owned buffer stocks of some commodities for release in times of shortage. Reports of serious storm damage to Mozambican cashew-growing areas indicated the untouched Tanzanian crop might benefit from scarcity and a rising market. A Frenchman with long experience in international banking Jacques F. E. GERBIER to take over as General Manager of the National Bank of Commerce Tanzanias Government-owned commercial bank in a few months when the current incumbent goes home to Denmark. weeks only bad specific news item from the economic standpoint CONFIDENTIAL 1/1/68 POL 2 TANZAN,Kawawa,Denmark,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0070,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0070,DEPARTMENT OF STATE DECLASSIFIED lority NND 969000 Dar es Salaam A-315 CONFIDENTIAL Page 7 gainst the U.W.T.s dance in honor of the Arusha divestment deadline saying the ladies had made it seem as if all politicians had been capitalist exploiters. Troubles in the recently left a job in Dar--indicate the organization may be in for further difficulties. The silly season hit the local papers when the Standard ran a series of articles on which section of Dar es Salaam had the most burglaries. But best of all was an astrologer in the Nationalist who predicted there would be Ships sinking in the sea fatal plane and car accidents Nestern parts of the world will be distressed and weather according to the rest of his advertisement that the would be marked by Darky atmosphere and breezes. Fruits are available. This will make macabre reading in the press and radio. 1/1/68 POL 2 PICKERING TANZAN CONFIDENTIAL Cien RS/A file 女区 3/6/68 AF/-AR,,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0064,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0064,DEPARTMENT OF STATE AIRGRAM ACTION ON 20 DEPARTMENT OF STATE AIRGRAM PoL 2 TANIAN FOR RM USE ONLY A-315 CONFIDENTIAL HANDLING INDICATOR INR RECEIVED Department of State DEPARTMENT OF STATE 心 INFO; HONG KONG BO KAMPALA KINSHASA gLAG95 FONDON LUSAKA 20 MOSCOW NAIROBI ZANZIBAR RS/AN pR ANALYSIS BRANCH 一 COM FROM Amembassy DAR ES SALAAM DATE; March 15 1968 10 LAB TAR SUBJECT; This Week in Tanzania March 8 - 14 1968 XM8 CIA 20 USIA /0 1/ 12 PM 61 HVW 8%61 AIR NAVY 57 「7 どと COPYFLD-PBR REF Tanzanian political activity picked up once more. Meeting in Mtwara produced no indications however that the passage of the March 5 deadline for politicians getting rid of their un-socialist interests had disturbed Tanzanias atmosphere of political calm. Five Goans suspected of espionage for the Portuguese were released from detention. Interest in the Tan-Zam Railroad picked up with signs 300 Chinese are coming for a survey and with news that mud had again cut the road to Zambia. Economic developments were favorable Tanzania continued to show sympathy for Biafra and several ambassadors were reshuffled. ***** ***冰家 Two Delinquents. The newspapers kept day-to-day score the number of M.P. s who missed the deadline for submitting attesting that they had divested themselves of all un-socialist taint. At the beginning of the week it was eight but by March only two oarliamentarians had not yet com-plied; A.S. MTAKI (Mpwapwa) a former junior minister who will probably take care of his problems by resigning from the National Assembly and F. M. LUKINGA (Kahama West) but mail to Kahama is slow. legal action yet against the delinquent M.P.s or against the larger number of delinquent district and municipal councillors Group 3 - Downgraded at 12-year intervals; not automatically declassified. 3q FORM CONFIDENTIAL FOR DEPT USE ONLY Cle Drafted by 4-02 ■Ou POL; GBRoberts; 3-15-68 Clearaacts Contents and Classilication Approved by; Charge; TRPickering ECON; JCCurral DECLASSIFIED lority NND 969000 Dal 2 TANZAN FOR RM USE ONLY 1/1/68 POL 2 TANZAN,,Zambia; Biafra,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
